ID;PubmedID;Title;Abstract;Indication;ArticleType;Dataset;EvalType
10;12479763;Major outcomes in high-risk hypertensive patients randomized to angiotensin-converting enzyme inhibitor or calcium channel blocker vs diuretic: The Antihypertensive and Lipid-Lowering Treatment to Prevent Heart Attack Trial (ALLHAT).;"Context. Antihypertensive therapy is well established to reduce hypertension-related morbidity and mortality, but the optimal first-step therapy is unknown. Objective. To determine whether treatment with a calcium channel blocker or an angiotensin-converting enzyme inhibitor lowers the incidence of coronary heart disease (CHD) or other cardiovascular disease (CVD) events vs treatment with a diuretic. Design. The Antihypertensive and Lipid-Lowering Treatment to Prevent Heart Attack Trial (ALLHAT), a randomized, double-blind, active-controlled clinical trial conducted from February 1994 through March 2002. Setting and participants. A total of 33 357 participants aged 55 years or older with hypertension and at least 1 other CHD risk factor from 623 North American centers. Interventions. Participants were randomly assigned to receive chlorthalidone, 12.5 to 25 mg/d (n = 15 255); amlodipine, 2.5 to 10 mg/d (n = 9048); or lisinopril, 10 to 40 mg/d (n = 9054) for planned follow-up of approximately 4 to 8 years. Main outcome measures. The primary outcome was combined fatal CHD or nonfatal myocardial infarction, analyzed by intent-to-treat. Secondary outcomes were all-cause mortality, stroke, combined CHD (primary outcome, coronary revascularization, or angina with hospitalization), and combined CVD (combined CHD, stroke, treated angina without hospitalization, heart failure [HF], and peripheral arterial disease). Results. Mean follow-up was 4.9 years. The primary outcome occurred in 2956 participants, with no difference between treatments. Compared with chlorthalidone (6-year rate, 11.5%), the relative risks (RRs) were 0.98 (95% CI, 0.90-1.07) for amlodipine (6-year rate, 11.3%) and 0.99 (95% CI, 0.91-1.08) for lisinopril (6-year rate, 11.4%). Likewise, all-cause mortality did not differ between groups. Five-year systolic blood pressures were significantly higher in the amlodipine (0.8 mm Hg, P =.03) and lisinopril (2 mm Hg, P<.001) groups compared with chlorthalidone, and 5-year diastolic blood pressure was significantly lower with amlodipine (0.8 mm Hg, P<.001). For amlodipine vs chlorthalidone, secondary outcomes were similar except for a higher 6-year rate of HF with amlodipine (10.2% vs 7.7%; RR, 1.38; 95% CI, 1.25-1.52). For lisinopril vs chlorthalidone, lisinopril had higher 6-year rates of combined CVD (33.3% vs 30.9%; RR, 1.10; 95% CI, 1.05-1.16); stroke (6.3% vs 5.6%; RR, 1.15; 95% CI, 1.02-1.30); and HF (8.7% vs 7.7%; RR, 1.19; 95% CI, 1.07-1.31). Conclusion. Thiazide-type diuretics are superior in preventing 1 or more major forms of CVD and are less expensive. They should be preferred for first-step antihypertensive therapy.";Circulatory system diseases;Interventional;Indomain;Train
11;12709465;Principal results of the Controlled Onset Verapamil Investigation of Cardiovascular End Points (CONVINCE) trial.;"Context Hypertensive patients are often given a calcium antagonist to reduce cardiovascular disease risk, but the benefit compared with other drug classes is controversial. Objective To determine whether initial therapy with controlled-onset extended-release (COER) verapamil is equivalent to a physician's choice of atenolol or hydrochlorothiazide in preventing cardiovascular disease. Design, setting, and participants Double-blind, randomized clinical trial conducted at 661 centers in 15 countries. A total of 16 602 participants diagnosed as having hypertension and who had 1 or more additional risk factors for cardiovascular disease were enrolled between September 1996 and December 1998 and followed up until December 31, 2000. After a mean of 3 years of follow-up, the sponsor closed the study before unblinding the results. Intervention Initially, 8241 participants received 180 mg of COER verapamil and 8361 received either 50 mg of atenolol or 12.5 mg of hydrochlorothiazide. Other drugs (eg, diuretic, beta-blocker, or an angiotensin-converting enzyme inhibitor) could be added in specified sequence if needed. Main outcome measures First occurrence of stroke, myocardial infarction, or cardiovascular disease-related death. Results Systolic and diastolic blood pressure were reduced by 13.6 mm Hg and 7.8 mm Hg for participants assigned to the COER verapamil group and by 13.5 and 7.1 mm Hg for partcipants assigned to the atenolol or hydrochlorothiazide group. There were 364 primary cardiovascular disease-related events that occurred in the COER verapamil group vs 365 in atenolol or hydrochlorothiazide group (hazard ratio [HR], 1.02; 95% confidence interval [CI], 0.88-1.18; P =.77). For fatal or nonfatal stroke, the HR was 1.15 (95% CI, 0.90-1.48); for fatal or nonfatal myocardial infarction, 0.82 (95% CI, 0.65-1.03); and for cardiovascular disease-related death, 1.09 (95% CI, 0.87-1.37). The HR was 1.05 (95% CI, 0.95-1.16) for any prespecified cardiovascular disease-related event and 1.08 (95% CI, 0.93-1.26) for all-cause mortality. Nonstroke hemorrhage was more common with participants in the COER-verapamil group (n = 118) compared with the atenolol or hydrochlorothiazide group (n = 79) (HR, 1.54 [95% CI, 1.16-2.04]; P =.003). More cardiovascular disease-related events occurred between 6 AM and noon in both the COER verapamil (99/277) and atenolol or hydrochlorothiazide (88/274) groups; HR, 1.15 (95% CI, 0.86-1.53). Conclusions The CONVINCE trial did not demonstrate equivalence of a COER verapamil-based antihypertensive regimen compared with a regimen beginning with a diuretic or beta-blocker. When considered in the context of other trials of calcium antagonists, these data indicate that the effectiveness of calcium-channel therapy in reducing cardiovascular disease is similar but not better than diuretic or beta-blocker treatment.";Circulatory system diseases;Interventional;Indomain;Train
12;12853587;Low-molecular-weight heparin versus a coumarin for the prevention of recurrent venous thromboembolism in patients with cancer.;"Background. Patients with cancer have a substantial risk of recurrent thrombosis despite the use of oral anticoagulant therapy. We compared the efficacy of a low-molecular-weight heparin with that of an oral anticoagulant agent in preventing recurrent thrombosis in patients with cancer. Methods. Patients with cancer who had acute, symptomatic proximal deep-vein thrombosis, pulmonary embolism, or both were randomly assigned to receive low-molecular-weight heparin (dalteparin) at a dose of 200 IU per kilogram of body weight subcutaneously once daily for five to seven days and a coumarin derivative for six months (target international normalized ratio, 2.5) or dalteparin alone for six months (200 IU per kilogram once daily for one month, followed by a daily dose of approximately 150 IU per kilogram for five months). Results. During the six-month study period, 27 of 336 patients in the dalteparin group had recurrent venous thromboembolism, as compared with 53 of 336 patients in the oral-anticoagulant group (hazard ratio, 0.48; P=0.002). The probability of recurrent thromboembolism at six months was 17 percent in the oral-anticoagulant group and 9 percent in the dalteparin group. No significant difference between the dalteparin group and the oral-anticoagulant group was detected in the rate of major bleeding (6 percent and 4 percent, respectively) or any bleeding (14 percent and 19 percent, respectively). The mortality rate at six months was 39 percent in the dalteparin group and 41 percent in the oral-anticoagulant group. Conclusions. In patients with cancer and acute venous thromboembolism, dalteparin was more effective than an oral anticoagulant in reducing the risk of recurrent thromboembolism without increasing the risk of bleeding.";Circulatory system diseases;Interventional;Indomain;Train
13;13678872;Efficacy of perindopril in reduction of cardiovascular events among patients with stable coronary artery disease: randomised, double-blind, placebo-controlled, multicentre trial (the EUROPA study).;Background. Treatment with angiotensin-converting-enzyme (ACE) inhibitors reduces the rate of cardiovascular events among patients with left-ventricular dysfunction and those at high risk of such events. We assessed whether the ACE inhibitor perindopril reduced cardiovascular risk in a low-risk population with stable coronary heart disease and no apparent heart failure. Methods. We recruited patients from October, 1997, to June, 2000. 13655 patients were registered with previous myocardial infarction (64%), angiographic evidence of coronary artery disease (61%), coronary revascularisation (55%), or a positive stress test only (5%). After a run-in period of 4 weeks, in which all patients received perindopril, 12218 patients were randomly assigned perindopril 8 mg once daily (n=6110), or matching placebo (n=6108). The mean follow-up was 4.2 years, and the primary endpoint was cardiovascular death, myocardial infarction, or cardiac arrest. Analysis was by intention to treat. Findings. Mean age of patients was 60 years (SD 9), 85% were male, 92% were taking platelet inhibitors, 62% beta blockers, and 58% lipid-lowering therapy. 603 (10%) placebo and 488 (8%) perindopril patients experienced the primary endpoint, which yields a 20% relative risk reduction (95% CI 9-29, p=0.0003) with perindopril. These benefits were consistent in all predefined subgroups and secondary endpoints. Perindopril was well tolerated. Interpretation. Among patients with stable coronary heart disease without apparent heart failure, perindopril can significantly improve outcome. About 50 patients need to be treated for a period of 4 years to prevent one major cardiovascular event. Treatment with perindopril, on top of other preventive medications, should be considered in all patients with coronary heart disease.;Circulatory system diseases;Interventional;Indomain;Train
14;15885050;A randomized, double-blind, placebo-controlled study of the efficacy and safety of tolperisone in spasticity following cerebral stroke.;"To study the efficacy and safety of tolperisone - a centrally acting muscle relaxant with membrane stabilizing activity - in the treatment of stroke-related spasticity. This was a randomized, double-blind, placebo-controlled, multicenter study with parallel groups. Treatment lasted 12 weeks and was started with a titration period of variable length (dose range 300-900 mg tolperisone daily). The degree of spasticity determined on the Ashworth Scale in the most severely affected joint area was defined as primary target parameter. Hundred and twenty patients (43 females, 77 males) in a mean age of 63.3 +/- 10.6 years were recruited and received treatment. In the majority of patients both limbs of each side (right: n = 59; left: n = 56) were affected by the spasticity which on average had been present for 3.3 +/- 4.4 years. A 62% of the patients were treated with a daily dose >/=600 mg tolperisone. Tolperisone reduced the mean Ashworth Score by a mean of 1.03 +/- 0.71 compared with a mean reduction of 0.47 +/- 0.54 in the placebo group (P < 0.0001). A 78.3% of the patients on tolperisone versus 45% of the placebo patients experienced a reduction by at least 1 point on the Ashworth Scale (P < 0.0001). Functional and overall assessments of efficacy confirmed superior efficacy of tolperisone. Adverse events occurred less often on active treatment (n = 19) than on placebo (n = 26) and were mostly of mild-to-moderate intensity. No withdrawals caused by adverse events were reported in the tolperisone group. The findings of the present study demonstrate the efficacy and excellent tolerance of tolperisone in the treatment of spastic hypertonia following cerebral stroke. Study data further suggest that an individual dose titration which may exceed the recommended maximum dose of 450 mg daily results in optimized therapeutic benefit.";Circulatory system diseases;Interventional;Indomain;Train
15;16143696;Effect on survival and hospitalization of initiating treatment for chronic heart failure with bisoprolol followed by enalapril, as compared with the opposite sequence: results of the randomized Cardiac Insufficiency Bisoprolol Study (CIBIS) III.;"Background. In patients with chronic heart failure (CHF), a beta-blocker is generally added to a regimen containing an angiotensin-converting-enzyme (ACE) inhibitor. It is unknown whether beta-blockade as initial therapy may be as useful. Methods and results. We randomized 1010 patients with mild to moderate CHF and left ventricular ejection fraction < or =35%, who were not receiving ACE inhibitor, beta-blocker, or angiotensin receptor blocker therapy, to open-label monotherapy with either bisoprolol (target dose 10 mg QD; n=505) or enalapril (target dose 10 mg BID; n=505) for 6 months, followed by their combination for 6 to 24 months. The 2 strategies were blindly compared with regard to the combined primary end point of all-cause mortality or hospitalization and with regard to each of these end point components individually. Bisoprolol-first treatment was noninferior to enalapril-first treatment if the upper limit of the 95% confidence interval (CI) for the absolute between-group difference was <5%, corresponding to a hazard ratio (HR) of 1.17. In the intention-to-treat sample, the primary end point occurred in 178 patients allocated to bisoprolol-first treatment versus 186 allocated to enalapril-first treatment (absolute difference -1.6%, 95% CI -7.6 to 4.4%, HR 0.94; 95% CI 0.77 to 1.16). In the per-protocol sample, 163 patients allocated to bisoprolol-first treatment had a primary end point, versus 165 allocated to enalapril-first treatment (absolute difference -0.7%, 95% CI -6.6 to 5.1%, HR 0.97; 95% CI 0.78 to 1.21). With bisoprolol-first treatment, 65 patients died, versus 73 with enalapril-first treatment (HR 0.88; 95% CI 0.63 to 1.22), and 151 versus 157 patients were hospitalized (HR 0.95; 95% CI 0.76 to 1.19). Conclusions. Although noninferiority of bisoprolol-first versus enalapril-first treatment was not proven in the per-protocol analysis, our results indicate that it may be as safe and efficacious to initiate treatment for CHF with bisoprolol as with enalapril.";Circulatory system diseases;Interventional;Indomain;Train
16;16154016;Prevention of cardiovascular events with an antihypertensive regimen of amlodipine adding perindopril as required versus atenolol adding bendroflumethiazide as required, in the Anglo-Scandinavian Cardiac Outcomes Trial-Blood Pressure Lowering Arm (ASCOT-BPLA): a multicentre randomised controlled trial.;"Background The apparent shortfall in prevention of coronary heart disease (CHD) noted in early hypertension trials has been attributed to disadvantages of the diuretics and beta blockers used. For a given reduction in blood pressure, some suggested that newer agents would confer advantages over diuretics and beta blockers. Our aim, therefore, was to compare the effect on non-fatal myocardial infarction and fatal CHD of combinations of atenolol with a thiazide versus amlodipine with perindopril. Methods We did a multicentre, prospective, randomised controlled trial in 19 257 patients with hypertension who were aged 40-79 years and had at least three other cardiovascular risk factors. Patients were assigned either amlodipine 5-10 mg adding perindopril 4-8 mg as required (amlodipine-based regimen; n=9639) or atenolol 50-100 mg adding bendroflumethiazide 1.25-2.5 mg and potassium as required (atenolol-based regimen; n=9618). Our primary endpoint was non-fatal myocardial infarction (including silent myocardial infarction) and fatal CHD. Analysis was by intention to treat. Findings The study was stopped prematurely after 5.5 years' median follow-up and accumulated in total 106 153 patient-years of observation. Though not significant, compared with the atenolol-based regimen, fewer individuals on the amlodipine-based regimen had a primary endpoint (429 vs 474; unadjusted HR 0.90, 95% CI 0.79-1.02, p=0.1052), fatal and non-fatal stroke (327 vs 422; 0.77, 0.66-0.89, p=0.0003), total cardiovascular events and procedures (1362 vs 1602; 0.84, 0.78-0.90, p<0.0001), and all-cause mortality (738 vs 820; 0.89, 0.81-0.99, p=0.025). The incidence of developing diabetes was less on the amlodipine-based regimen (567 vs 799; 0.70, 0.63-0.78, p<0.0001). Interpretation The amlodipine-based regimen prevented more major cardiovascular events and induced less diabetes than the atenolol-based regimen. On the basis of previous trial evidence, these effects might not be entirely explained by better control of blood pressure, and this issue is addressed in the accompanying article. Nevertheless, the results have implications with respect to optimum combinations of antihypertensive agents.";Circulatory system diseases;Interventional;Indomain;Train
17;16714187;Aspirin plus dipyridamole versus aspirin alone after cerebral ischaemia of arterial origin (ESPRIT): randomised controlled trial.;"Background. Results of trials of aspirin and dipyridamole combined versus aspirin alone for the secondary prevention of vascular events after ischaemic stroke of presumed arterial origin are inconsistent. Our aim was to resolve this uncertainty. Methods. We did a randomised controlled trial in which we assigned patients to aspirin (30-325 mg daily) with (n=1363) or without (n=1376) dipyridamole (200 mg twice daily) within 6 months of a transient ischaemic attack or minor stroke of presumed arterial origin. Our primary outcome event was the composite of death from all vascular causes, non-fatal stroke, non-fatal myocardial infarction, or major bleeding complication, whichever happened first. Treatment was open, but auditing of outcome events was blinded. Primary analysis was by intention to treat. This study is registered as an International Standard Randomised Controlled Trial (number ISRCTN73824458) and with (NCT00161070). Findings. Mean follow-up was 3.5 years (SD 2.0). Median aspirin dose was 75 mg in both treatment groups (range 30-325); extended-release dipyridamole was used by 83% (n=1131) of patients on the combination regimen. Primary outcome events arose in 173 (13%) patients on aspirin and dipyridamole and in 216 (16%) on aspirin alone (hazard ratio 0.80, 95% CI 0.66-0.98; absolute risk reduction 1.0% per year, 95% CI 0.1-1.8). Addition of the ESPRIT data to the meta-analysis of previous trials resulted in an overall risk ratio for the composite of vascular death, stroke, or myocardial infarction of 0.82 (95% CI 0.74-0.91). Patients on aspirin and dipyridamole discontinued trial medication more often than those on aspirin alone (470 vs 184), mainly because of headache. Interpretation. The ESPRIT results, combined with the results of previous trials, provide sufficient evidence to prefer the combination regimen of aspirin plus dipyridamole over aspirin alone as antithrombotic therapy after cerebral ischaemia of arterial origin.";Circulatory system diseases;Interventional;Indomain;Train
18;16730732;An isoflavone metabolite reduces arterial stiffness and blood pressure in overweight men and postmenopausal women.;"Objectives. Isoflavones reduce arterial stiffness, a predictor of cardiovascular events. Whether metabolites of isoflavones have similar bioactivity is unknown. The effect of supplemental trans-tetrahydrodaidzein (THD) a metabolite of daidzein on pulse wave velocity (PWV), a measure of arterial stiffness was tested in overweight men and postmenopausal women. Methods. 25 subjects, 11 postmenopausal women, 14 men (age, 57 [7] years; body mass index, 30.3 [4.7]kg/m(2); mean [S.D.]) participated in a double-blind, randomized, cross-over trial of THD versus placebo. Design. 2 weeks run-in followed by either THD 1g daily or placebo, each intervention 5 weeks. Aorta-femoral artery PWV, blood pressure and plasma lipids were measured after run-in, THD and placebo. Results. PWV was significantly reduced (signifying diminished central arterial stiffness): medians (25th and 75th%), placebo 9.9 m/s (8.7, 11.1), THD 8.8m/s (7.9, 10.9); RM ANOVA P=0.023, with Tukey procedure P<0.05. Systolic blood pressure was significantly reduced: means (S.D.), placebo 125.6 (14.7), THD 121.3 (12.2)mmHg; Tukey P<0.05. Plasma cholesterol, triglyceride and LDL cholesterol did not differ significantly. Absorption of THD >80% substantially exceeded that of parent isoflavones. Conclusion. A metabolite normally formed after consumption of isoflavones (formononetin, daidezein), taken orally, reduced blood pressure and central arterial stiffness indicating reduced cardiovascular risk.";Circulatory system diseases;Interventional;Indomain;Train
19;16963472;The perindopril in elderly people with chronic heart failure (PEP-CHF) study.;"Aims. Many patients who receive a diagnosis of heart failure have neither a low left ventricular (LV) ejection fraction nor valve disease. Few substantial randomized controlled trials have been conducted in this population, none has focussed on patients with evidence of diastolic dysfunction and none has shown clear benefit on symptoms, morbidity, or mortality. Methods and results. This was a randomized double-blind trial, comparing placebo with perindopril, 4 mg/day in patients aged > or =70 years with a diagnosis of heart failure, treated with diuretics and an echocardiogram suggesting diastolic dysfunction and excluding substantial LV systolic dysfunction or valve disease. The primary endpoint was a composite of all-cause mortality and unplanned heart failure related hospitalization with a minimum follow-up of 1 year. A total of 850 patients were randomized. Their mean age was 76 (SD 5) years and 55% were women. Median follow-up was 2.1 (IQR 1.5-2.8) years. Enrollment and event rates were lower than anticipated, reducing the power of the study to show a difference in the primary endpoint to 35%. Many patients withdrew from perindopril (28%) and placebo (26%) after 1 year and started taking open-label ACE-inhibitors. Overall, 107 patients assigned to placebo and 100 assigned to perindopril reached the primary endpoint (HR 0.919: 95% CI 0.700-1.208; P = 0.545). By 1 year, reductions in the primary outcome (HR 0.692: 95% CI 0.474-1.010; P = 0.055) and hospitalization for heart failure (HR 0.628: 95% CI 0.408-0.966; P = 0.033) were observed and functional class (P < 0.030) and 6-min corridor walk distance (P = 0.011) had improved in those assigned to perindopril. Conclusion. Uncertainty remains about the effects of perindopril on long-term morbidity and mortality in this clinical setting since this study had insufficient power for its primary endpoint. However, improved symptoms and exercise capacity and fewer hospitalizations for heart failure in the first year were observed on perindopril, during which most patients were on assigned therapy, suggesting that it may be of benefit in this patient population.";Circulatory system diseases;Interventional;Indomain;Train
20;18035195;Pharmacokinetic and pharmacodynamic properties of a single intravenous dose of ibutilide fumarate: a phase I, randomized, open-label, increasing-dose study in healthy Chinese men.;"Background. Atrial flutter is a common sustained atrial tachyarrhythmia whose frequency increases with age. Ibutilide is a class III antiarrhythmic agent used for the cardioversion of atrial flutter or atrial fibrillation. Objective. This study assessed the pharmacokinetic (PK) and pharmacodynamic properties and tolerability of a single intravenous dose of ibutilide fumarate in healthy Chinese men. Methods. This Phase I, randomized, open-label, increasing-dose trial was conducted at the Clinical Pharmacology Center, Cardiovascular Institute and Fu Wai Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College in Beijing, People's Republic of China. Healthy, nonsmoking men aged 18 to 45 years and weighing within 15% of their ideal height/weight range were randomly assigned to 1 of 6 treatment groups: ibutilide 0.005, 0.01, or 0.02 mg/kg, or 0.5, 0.75, or 1.0 mg. Each volunteer received a 10-minute infusion of ibutilide under fasting conditions. For analysis of PK properties, blood samples were obtained at the following times: immediately before administration of study drug; 3, 5, 8, 10, 30, and 60 minutes after administration; and 2, 4, 6, 8, 12, and 24 hours after administration. Plasma ibutilide concentrations were determined using a validated high- performance liquid chromatography method with tandem mass-spectrometric detection. Continuous electrocardiographic monitoring was performed, and 12-lead electrocardiograms were recorded before dosing and at defined times from the start of infusion until 24 hours after dosing. Tolerability was assessed throughout the study based on physical examinations, measurement of vital signs, laboratory analyses, and monitoring of adverse effects. Results. Forty healthy Chinese men were enrolled (mean [SD] age, 24.0 [3.9] years [range, 19-36 years]; mean [SD] body weight, 62.8 [7.9] kg [range, 48- 80 kg]). The plasma ibutilide end-of-infusion concentration and AUC(0-infinity) increased approximately linearly with increasing doses of ibutilide. No statistically significant differences in the principal PK parameters were found among dosage groups; t(1/2) ranged from 7.5 to 9.1 hours, systemic clearance from 68 to 85 mL/min per kg, and Vd from 51 to 60 L/kg. The mean QTc interval was significantly increased during and after ibutilide infusion (baseline range, 406-418 milliseconds; maximum range, 469-683 milliseconds; P < 0.05 vs baseline). The changes in QTc interval were dose dependent, and there was a significant correlation between plasma ibutilide concentrations and changes in the QTc interval (r = 0.7244; P < 0.01). There were no significant changes in blood pressure or the QRS and PR intervals. One volunteer complained of dizziness, but no other apparent adverse effects were observed. Conclusions. The results of this study in a selected population of healthy Chinese men suggest that the PK properties of ibutilide are linear with respect to dosing. A single intravenous dose of ibutilide prolonged the QTc interval in a dose- and concentration- dependent manner. Ibutilide was generally well tolerated.";Circulatory system diseases;Interventional;Indomain;Test
